TIME,INDICATOR_approvisionnement,SUBJECT_approvisionnement,MEASURE_approvisionnement,Value_approvisionnement,Flag Codes_approvisionnement,INDICATOR_production,SUBJECT_production,MEASURE_production,Value_production,Flag Codes_production,LOCATION,FREQUENCY,Value_prix,Value_renouvelable
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,2194.764,,DNK,A,29.9,793.914
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,2359.984,,DNK,A,29.0,833.926
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.122,,OILPROD,TOT,KTOE,2949.47,,DNK,A,28.3,858.617
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11800000000000001,,OILPROD,TOT,KTOE,3692.9559999999997,,DNK,A,15.83,933.195
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11800000000000001,,OILPROD,TOT,KTOE,4693.451,,DNK,A,17.84,1067.255
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,4828.0740000000005,,DNK,A,14.82,1076.86
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,5640.911999999999,,DNK,A,17.16,1091.23
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,6113.113,,DNK,A,23.18,1031.642
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,7131.965,,DNK,A,20.68,1125.705
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,7910.1269999999995,,DNK,A,19.55,1192.338
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10800000000000001,,OILPROD,TOT,KTOE,8429.242,,DNK,A,17.17,1245.993
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.106,,OILPROD,TOT,KTOE,9299.193000000001,,DNK,A,16.12,1241.774
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,9352.226,,DNK,A,17.49,1298.482
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,10323.144,,DNK,A,21.25,1374.682
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.1,,OILPROD,TOT,KTOE,11446.331,,DNK,A,20.15,1477.616
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09699999999999999,,OILPROD,TOT,KTOE,11741.091,,DNK,A,13.49,1546.604
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09,,OILPROD,TOT,KTOE,14856.095,,DNK,A,17.71,1628.461
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.084,,OILPROD,TOT,KTOE,18260.724,,DNK,A,29.66,1796.7420000000002
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.086,,OILPROD,TOT,KTOE,17343.58,,DNK,A,24.82,1952.255
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.085,,OILPROD,TOT,KTOE,18633.539,,DNK,A,24.88,2093.089
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08900000000000001,,OILPROD,TOT,KTOE,18633.539,,DNK,A,29.68,2412.062
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.084,,OILPROD,TOT,KTOE,19782.793999999998,,DNK,A,38.78,2666.8779999999997
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08,,OILPROD,TOT,KTOE,19017.651,,DNK,A,54.4,2839.53
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.083,,OILPROD,TOT,KTOE,17294.282,,DNK,A,66.92,2889.033
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08,,OILPROD,TOT,KTOE,15579.13,,DNK,A,74.94,3205.276
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.078,,OILPROD,TOT,KTOE,14414.469,,DNK,A,96.48,3247.415
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.078,,OILPROD,TOT,KTOE,13251.863000000001,,DNK,A,62.87,3300.677
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08199999999999999,,OILPROD,TOT,KTOE,12485.693000000001,,DNK,A,80.4,3919.2259999999997
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07400000000000001,,OILPROD,TOT,KTOE,11236.816,,DNK,A,112.77,4000.71
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.071,,OILPROD,TOT,KTOE,10249.833,,DNK,A,107.9,4183.376
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07,,OILPROD,TOT,KTOE,8917.765,,DNK,A,107.25,4333.298
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.065,,OILPROD,TOT,KTOE,8350.841,,DNK,A,100.19,4532.107
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.064,,OILPROD,TOT,KTOE,7897.9169999999995,,DNK,A,52.43,4818.49
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.064,,OILPROD,TOT,KTOE,7111.206999999999,,DNK,A,44.69,5008.117
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.064,,OILPROD,TOT,KTOE,6916.07,,DNK,A,55.4,5927.2119999999995
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.239,,OILPROD,TOT,KTOE,0.0,,FIN,A,,4342.495
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.22699999999999998,,OILPROD,TOT,KTOE,0.0,,FIN,A,,4750.402
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.21600000000000003,,OILPROD,TOT,KTOE,0.0,,FIN,A,,4518.959
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.21100000000000002,,OILPROD,TOT,KTOE,0.0,,FIN,A,,4904.042
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.209,,OILPROD,TOT,KTOE,0.0,,FIN,A,,5152.374
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.218,,OILPROD,TOT,KTOE,0.0,,FIN,A,,4778.322
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.221,,OILPROD,TOT,KTOE,0.0,,FIN,A,,4805.78
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.233,,OILPROD,TOT,KTOE,0.0,,FIN,A,,5155.273
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.20800000000000002,,OILPROD,TOT,KTOE,0.0,,FIN,A,,5081.652
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.205,,OILPROD,TOT,KTOE,0.0,,FIN,A,,5371.606
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.20199999999999999,,OILPROD,TOT,KTOE,0.0,,FIN,A,,5490.169
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.218,,OILPROD,TOT,KTOE,0.0,,FIN,A,,5316.92
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.212,,OILPROD,TOT,KTOE,0.0,,FIN,A,20.29,5380.839
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.225,,OILPROD,TOT,KTOE,0.0,,FIN,A,17.86,5652.755999999999
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.231,,OILPROD,TOT,KTOE,0.0,,FIN,A,16.78,5796.814
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.21100000000000002,,OILPROD,TOT,KTOE,0.0,,FIN,A,17.83,6128.121999999999
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.21899999999999997,,OILPROD,TOT,KTOE,0.0,,FIN,A,21.69,6162.204000000001
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.213,,OILPROD,TOT,KTOE,0.0,,FIN,A,19.44,6744.65
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.204,,OILPROD,TOT,KTOE,0.0,,FIN,A,12.8,7246.848000000001
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.195,,OILPROD,TOT,KTOE,0.0,,FIN,A,18.31,7255.637
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.184,,OILPROD,TOT,KTOE,0.0,,FIN,A,28.13,7750.764
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.184,,OILPROD,TOT,KTOE,0.0,,FIN,A,23.49,7483.023
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.191,,OILPROD,TOT,KTOE,0.0,,FIN,A,24.51,7785.725
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.19699999999999998,,OILPROD,TOT,KTOE,0.0,,FIN,A,27.72,7838.245
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.192,,OILPROD,TOT,KTOE,0.0,,FIN,A,36.09,8669.216
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.172,,OILPROD,TOT,KTOE,0.0,,FIN,A,51.12,8085.798000000001
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.18,,OILPROD,TOT,KTOE,0.0,,FIN,A,63.37,8690.702
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.168,,OILPROD,TOT,KTOE,0.0,,FIN,A,70.48,8656.796
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.161,,OILPROD,TOT,KTOE,0.0,,FIN,A,94.79,9142.271999999999
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.165,,OILPROD,TOT,KTOE,0.0,,FIN,A,61.01,8052.1269999999995
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17600000000000002,,OILPROD,TOT,KTOE,0.0,,FIN,A,79.1,9343.812
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.165,,OILPROD,TOT,KTOE,0.0,,FIN,A,109.23,9143.936
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.161,,OILPROD,TOT,KTOE,0.0,,FIN,A,110.47,9990.651
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.159,,OILPROD,TOT,KTOE,0.0,,FIN,A,107.57,9912.088
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.16399999999999998,,OILPROD,TOT,KTOE,0.0,,FIN,A,97.53,10300.426
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.157,,OILPROD,TOT,KTOE,0.0,,FIN,A,49.28,10489.184
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.16,,OILPROD,TOT,KTOE,0.0,,FIN,A,42.19,10612.476999999999
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.158,,OILPROD,TOT,KTOE,0.0,,FIN,A,53.04,11191.333999999999
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.145,,OILPROD,TOT,KTOE,1414.73,,FRA,A,,14681.106000000002
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14,,OILPROD,TOT,KTOE,1675.68,,FRA,A,,14617.579
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.134,,OILPROD,TOT,KTOE,1645.685,,FRA,A,,14664.865
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.135,,OILPROD,TOT,KTOE,1660.683,,FRA,A,,15496.485
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.138,,OILPROD,TOT,KTOE,2064.605,,FRA,A,,15369.624
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14300000000000002,,OILPROD,TOT,KTOE,2641.495,,FRA,A,,16274.229
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.141,,OILPROD,TOT,KTOE,2941.438,,FRA,A,,16070.899
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.141,,OILPROD,TOT,KTOE,3235.382,,FRA,A,,17308.249
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.134,,OILPROD,TOT,KTOE,3354.3590000000004,,FRA,A,,17118.464
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.134,,OILPROD,TOT,KTOE,3243.38,,FRA,A,,14386.763
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.133,,OILPROD,TOT,KTOE,3023.422,,FRA,A,,15224.261
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.139,,OILPROD,TOT,KTOE,2951.4359999999997,,FRA,A,,17144.869
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.134,,OILPROD,TOT,KTOE,2865.452,,FRA,A,18.94,17814.996
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13699999999999998,,OILPROD,TOT,KTOE,2751.474,,FRA,A,16.05,17053.445
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.129,,OILPROD,TOT,KTOE,2768.4709999999995,,FRA,A,15.76,17239.577
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.132,,OILPROD,TOT,KTOE,2502.522,,FRA,A,17.14,17035.258
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13699999999999998,,OILPROD,TOT,KTOE,2106.597,,FRA,A,20.82,17229.621
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13,,OILPROD,TOT,KTOE,1779.66,,FRA,A,18.99,16167.101
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.129,,OILPROD,TOT,KTOE,1708.6729999999998,,FRA,A,12.43,16016.305
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.125,,OILPROD,TOT,KTOE,1538.7060000000001,,FRA,A,17.45,16522.662
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.121,,OILPROD,TOT,KTOE,1416.729,,FRA,A,28.18,15738.697
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.12300000000000001,,OILPROD,TOT,KTOE,1381.736,,FRA,A,24.13,16586.415
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.122,,OILPROD,TOT,KTOE,1316.5910000000001,,FRA,A,24.63,15014.541000000001
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.124,,OILPROD,TOT,KTOE,1245.5819999999999,,FRA,A,28.87,15458.761
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.122,,OILPROD,TOT,KTOE,1162.816,,FRA,A,37.61,15716.413
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.121,,OILPROD,TOT,KTOE,1102.529,,FRA,A,52.74,15730.114
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11599999999999999,,OILPROD,TOT,KTOE,1078.006,,FRA,A,63.69,15377.056999999999
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,995.24,,FRA,A,72.22,16812.726000000002
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,996.2610000000001,,FRA,A,97.63,18896.078999999998
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.111,,OILPROD,TOT,KTOE,918.6039999999999,,FRA,A,61.64,19085.837
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,915.539,,FRA,A,79.78,21221.935
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.106,,OILPROD,TOT,KTOE,914.5169999999999,,FRA,A,111.78,18524.221
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.106,,OILPROD,TOT,KTOE,824.5980000000001,,FRA,A,112.01,21123.077999999998
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.106,,OILPROD,TOT,KTOE,810.293,,FRA,A,109.56,23445.887000000002
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,782.704,,FRA,A,99.4,21786.662999999997
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,853.209,,FRA,A,53.14,22355.039
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.098,,OILPROD,TOT,KTOE,832.7719999999999,,FRA,A,43.48,24581.687
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09699999999999999,,OILPROD,TOT,KTOE,773.508,,FRA,A,54.47,23925.634
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.18600000000000003,,OILPROD,TOT,KTOE,4764.982,,DEU,A,33.96,5405.69
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.179,,OILPROD,TOT,KTOE,4589.371,,DEU,A,37.09,5773.406999999999
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.174,,OILPROD,TOT,KTOE,4382.109,,DEU,A,34.02,6057.806
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.171,,OILPROD,TOT,KTOE,4232.022,,DEU,A,30.23,5959.63
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17300000000000001,,OILPROD,TOT,KTOE,4156.469,,DEU,A,29.31,6281.012
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.174,,OILPROD,TOT,KTOE,4222.833,,DEU,A,27.93,6255.746
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17,,OILPROD,TOT,KTOE,4153.406,,DEU,A,14.88,5417.794
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.16899999999999998,,OILPROD,TOT,KTOE,3846.086,,DEU,A,18.32,5370.683000000001
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.16399999999999998,,OILPROD,TOT,KTOE,4069.684,,DEU,A,15.26,5689.639
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.155,,OILPROD,TOT,KTOE,3917.5559999999996,,DEU,A,18.23,5371.334
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.146,,OILPROD,TOT,KTOE,3724.5879999999997,,DEU,A,23.17,5313.432
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.136,,OILPROD,TOT,KTOE,3476.486,,DEU,A,20.36,5069.460999999999
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.131,,OILPROD,TOT,KTOE,3347.841,,DEU,A,19.13,5365.778
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.131,,OILPROD,TOT,KTOE,3128.327,,DEU,A,16.88,5478.954000000001
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.127,,OILPROD,TOT,KTOE,2999.6820000000002,,DEU,A,15.81,5777.955
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.126,,OILPROD,TOT,KTOE,2987.43,,DEU,A,17.07,5976.840999999999
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.129,,OILPROD,TOT,KTOE,2934.3379999999997,,DEU,A,20.68,6164.545
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.126,,OILPROD,TOT,KTOE,2862.869,,DEU,A,19.01,7122.156
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.12300000000000001,,OILPROD,TOT,KTOE,2995.598,,DEU,A,12.48,7684.819
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11699999999999999,,OILPROD,TOT,KTOE,2803.651,,DEU,A,17.51,7964.111
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.115,,OILPROD,TOT,KTOE,3232.469,,DEU,A,28.09,8983.304
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11599999999999999,,OILPROD,TOT,KTOE,3346.82,,DEU,A,24.15,9636.056
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.114,,OILPROD,TOT,KTOE,3582.67,,DEU,A,24.4,10782.908000000001
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.114,,OILPROD,TOT,KTOE,3767.47,,DEU,A,28.44,12730.551000000001
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,3553.735,,DEU,A,36.65,14614.132
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,3560.619,,DEU,A,52.3,17209.148
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.111,,OILPROD,TOT,KTOE,3469.054,,DEU,A,63.29,20580.968
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,3443.765,,DEU,A,71.6,23727.741
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,3100.633,,DEU,A,96.7,23352.134
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,2813.485,,DEU,A,61.18,24481.455
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,2523.823,,DEU,A,78.49,27570.604
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09300000000000001,,OILPROD,TOT,KTOE,2671.612,,DEU,A,110.63,29300.581000000002
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09300000000000001,,OILPROD,TOT,KTOE,2645.69,,DEU,A,112.21,32251.908
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.095,,OILPROD,TOT,KTOE,2682.905,,DEU,A,109.62,33397.602999999996
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08900000000000001,,OILPROD,TOT,KTOE,2473.152,,DEU,A,99.76,35406.396
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08800000000000001,,OILPROD,TOT,KTOE,2450.728,,DEU,A,52.65,38353.977999999996
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.087,,OILPROD,TOT,KTOE,2392.861,,DEU,A,42.8,38915.329
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.086,,OILPROD,TOT,KTOE,2227.381,,DEU,A,54.02,42182.835
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.077,,OILPROD,TOT,KTOE,0.0,,GRC,A,31.81,742.763
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.077,,OILPROD,TOT,KTOE,196.49599999999998,,GRC,A,36.5,742.935
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08,,OILPROD,TOT,KTOE,988.4960000000001,,GRC,A,34.64,756.177
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.085,,OILPROD,TOT,KTOE,1178.9769999999999,,GRC,A,30.03,651.19
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.086,,OILPROD,TOT,KTOE,1254.167,,GRC,A,29.11,696.074
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09,,OILPROD,TOT,KTOE,1253.165,,GRC,A,27.98,691.173
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.085,,OILPROD,TOT,KTOE,1256.172,,GRC,A,12.82,728.1460000000001
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.094,,OILPROD,TOT,KTOE,1151.9089999999999,,GRC,A,17.85,739.123
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.096,,OILPROD,TOT,KTOE,1052.6580000000001,,GRC,A,14.54,703.525
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,853.155,,GRC,A,17.13,678.0269999999999
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10400000000000001,,OILPROD,TOT,KTOE,774.957,,GRC,A,22.42,1104.653
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,719.085,,GRC,A,18.39,1229.665
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,595.136,,GRC,A,17.63,1161.57
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,489.415,,GRC,A,15.09,1177.902
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10400000000000001,,OILPROD,TOT,KTOE,455.694,,GRC,A,15.17,1203.535
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,396.454,,GRC,A,16.54,1289.047
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,440.2,,GRC,A,20.08,1374.023
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,397.365,,GRC,A,18.45,1339.754
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10400000000000001,,OILPROD,TOT,KTOE,267.03700000000003,,GRC,A,11.66,1328.896
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,13.671,,GRC,A,16.64,1419.399
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,233.315,,GRC,A,26.95,1402.56
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,155.847,,GRC,A,23.22,1318.4479999999999
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.099,,OILPROD,TOT,KTOE,150.379,,GRC,A,24.08,1392.9170000000001
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09699999999999999,,OILPROD,TOT,KTOE,109.367,,GRC,A,27.17,1538.195
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.094,,OILPROD,TOT,KTOE,107.544,,GRC,A,34.53,1570.876
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.095,,OILPROD,TOT,KTOE,81.11399999999999,,GRC,A,50.33,1643.365
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09,,OILPROD,TOT,KTOE,75.645,,GRC,A,60.97,1783.35
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.087,,OILPROD,TOT,KTOE,67.443,,GRC,A,69.93,1727.251
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08800000000000001,,OILPROD,TOT,KTOE,53.772,,GRC,A,93.6,1709.249
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08900000000000001,,OILPROD,TOT,KTOE,72.911,,GRC,A,60.1,1865.733
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08800000000000001,,OILPROD,TOT,KTOE,104.81,,GRC,A,78.97,2131.304
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.094,,OILPROD,TOT,KTOE,89.316,,GRC,A,109.41,2139.85
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.1,,OILPROD,TOT,KTOE,85.67,,GRC,A,111.92,2448.634
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.091,,OILPROD,TOT,KTOE,63.797,,GRC,A,107.61,2615.428
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09,,OILPROD,TOT,KTOE,58.32899999999999,,GRC,A,95.55,2444.439
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09,,OILPROD,TOT,KTOE,56.506,,GRC,A,49.32,2777.438
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08900000000000001,,OILPROD,TOT,KTOE,160.404,,GRC,A,40.08,2639.525
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08900000000000001,,OILPROD,TOT,KTOE,129.417,,GRC,A,50.81,2590.781
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.185,,OILPROD,TOT,KTOE,2018.97,,HUN,A,,525.131
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.179,,OILPROD,TOT,KTOE,2012.011,,HUN,A,,580.319
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.174,,OILPROD,TOT,KTOE,2014.993,,HUN,A,,561.011
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17,,OILPROD,TOT,KTOE,1992.13,,HUN,A,,560.9780000000001
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.172,,OILPROD,TOT,KTOE,1995.112,,HUN,A,,681.5369999999999
